ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_tsl	is_canonical
ENSMUSG00000074071	Fam169b	ENSMUST00000125685	lincRNA	2819	tsl5 (assigned to previous version 2)	False
ENSMUSG00000038250	Usp38	ENSMUST00000042724	protein_coding	4684	tsl1	True
ENSMUSG00000074071	Fam169b	ENSMUST00000153805	lincRNA	454	tsl3 (assigned to previous version 2)	False
ENSMUSG00000057329	Bcl2	ENSMUST00000189999	protein_coding	2841	tslNA	False
ENSMUSG00000074071	Fam169b	ENSMUST00000153458	lincRNA	495	tsl3	False
ENSMUSG00000094690	1600014C23Rik	ENSMUST00000178179	protein_coding	518	tsl1	True
ENSMUSG00000017754	Pltp	ENSMUST00000109316	protein_coding	2226	tsl1 (assigned to previous version 2)	False
ENSMUSG00000074071	Fam169b	ENSMUST00000098378	lincRNA	2776	tsl5 (assigned to previous version 3)	False
ENSMUSG00000087439	Gm15788	ENSMUST00000140087	antisense	751	tsl3	False
ENSMUSG00000052833	Sae1	ENSMUST00000094815	protein_coding	1884	tsl1	True
ENSMUSG00000087439	Gm15788	ENSMUST00000130123	antisense	613	tsl3	False
ENSMUSG00000042992	Loh12cr1	ENSMUST00000062755	protein_coding	1761	tsl1	True
ENSMUSG00000096644	Magea1	ENSMUST00000078193	protein_coding	1108	tslNA	False
ENSMUSG00000042992	Loh12cr1	ENSMUST00000166591	protein_coding	1503	tsl2 (assigned to previous version 2)	False
ENSMUSG00000002064	Sdf2	ENSMUST00000002133	protein_coding	1268	tsl1	True
ENSMUSG00000038708	Golga4	ENSMUST00000084820	protein_coding	7535	tsl1	True
ENSMUSG00000021175	Cdca7l	ENSMUST00000021592	protein_coding	2957	tsl1 (assigned to previous version 10)	False
ENSMUSG00000088913	Gm22611	ENSMUST00000158288	snRNA	150	tslNA	False
ENSMUSG00000049134	Nrap	ENSMUST00000167239	protein_coding	4752	tsl5 (assigned to previous version 2)	False
ENSMUSG00000002064	Sdf2	ENSMUST00000154080	processed_transcript	964	tsl5	False
ENSMUSG00000018569	Cldn7	ENSMUST00000108597	protein_coding	913	tsl2 (assigned to previous version 2)	False
ENSMUSG00000064918	Gm22571	ENSMUST00000082984	snoRNA	70	tslNA	False
ENSMUSG00000002064	Sdf2	ENSMUST00000133020	retained_intron	586	tsl2	False
ENSMUSG00000088591	Gm23964	ENSMUST00000157966	rRNA	107	tslNA	False
ENSMUSG00000018569	Cldn7	ENSMUST00000060651	protein_coding	835	tsl5	False
ENSMUSG00000098433	Mir6391	ENSMUST00000184391	miRNA	104	tslNA	False
ENSMUSG00000029233	Srd5a3	ENSMUST00000138699	retained_intron	2220	tsl1 (assigned to previous version 2)	False
ENSMUSG00000018569	Cldn7	ENSMUST00000108596	protein_coding	664	tsl3 (assigned to previous version 2)	False
ENSMUSG00000021175	Cdca7l	ENSMUST00000176735	protein_coding	729	tsl5 (assigned to previous version 2)	False
ENSMUSG00000021175	Cdca7l	ENSMUST00000177339	protein_coding	972	tsl5	False
ENSMUSG00000036570	Fxyd1	ENSMUST00000039909	protein_coding	620	tsl5 (assigned to previous version 7)	False
ENSMUSG00000032312	Csk	ENSMUST00000034863	protein_coding	2748	tsl1	True
ENSMUSG00000036570	Fxyd1	ENSMUST00000071697	protein_coding	603	tsl3 (assigned to previous version 5)	False
ENSMUSG00000096147	Gm25818	ENSMUST00000083282	snRNA	164	tslNA	False
ENSMUSG00000036570	Fxyd1	ENSMUST00000108110	protein_coding	539	tsl1	True
ENSMUSG00000060950	Trmt61a	ENSMUST00000084947	protein_coding	2433	tsl1 (assigned to previous version 4)	False
ENSMUSG00000064556	Gm24625	ENSMUST00000082622	snoRNA	130	tslNA	False
ENSMUSG00000017754	Pltp	ENSMUST00000109317	protein_coding	1575	tsl5 (assigned to previous version 4)	False
ENSMUSG00000094965	Gm22416	ENSMUST00000158590	scaRNA	88	tslNA	False
ENSMUSG00000096645	Spin2e	ENSMUST00000179716	protein_coding	705	tslNA	False
ENSMUSG00000060950	Trmt61a	ENSMUST00000168338	protein_coding	2131	tsl5	False
ENSMUSG00000032531	Amotl2	ENSMUST00000145913	protein_coding	781	tsl2	False
ENSMUSG00000017754	Pltp	ENSMUST00000059954	protein_coding	1809	tsl1 (assigned to previous version 8)	False
ENSMUSG00000091449	Gm10269	ENSMUST00000165229	protein_coding	372	tslNA	False
ENSMUSG00000095155	Gm26032	ENSMUST00000178535	snoRNA	94	tslNA	False
ENSMUSG00000018569	Cldn7	ENSMUST00000018713	protein_coding	1335	tsl1 (assigned to previous version 7)	False
ENSMUSG00000089424	Mir1930	ENSMUST00000158799	miRNA	84	tslNA	False
ENSMUSG00000076379	Mir190a	ENSMUST00000102424	miRNA	67	tslNA (assigned to previous version 1)	False
ENSMUSG00000065195	Gm26071	ENSMUST00000083261	snRNA	107	tslNA	False
ENSMUSG00000077398	Gm24334	ENSMUST00000104210	snoRNA	128	tslNA	False
ENSMUSG00000065739	Gm24493	ENSMUST00000083805	snoRNA	143	tslNA	False
ENSMUSG00000059252	Tpt1-ps5	ENSMUST00000112150	processed_pseudogene	519	tslNA	False
ENSMUSG00000018569	Cldn7	ENSMUST00000151515	protein_coding	373	tsl2	False
ENSMUSG00000065244	Gm22296	ENSMUST00000083310	snRNA	103	tslNA	False
ENSMUSG00000065385	n-R5s153	ENSMUST00000083451	rRNA	116	tslNA	False
ENSMUSG00000076214	Mir717	ENSMUST00000102259	miRNA	109	tslNA	False
ENSMUSG00000064619	Gm23975	ENSMUST00000082685	snRNA	106	tslNA	False
ENSMUSG00000088758	Gm24898	ENSMUST00000158133	snRNA	106	tslNA	False
ENSMUSG00000017754	Pltp	ENSMUST00000142603	retained_intron	653	tsl3 (assigned to previous version 2)	False
ENSMUSG00000021662	Arhgef28	ENSMUST00000109426	protein_coding	6259	tsl1	True
ENSMUSG00000064485	Gm23735	ENSMUST00000082551	snRNA	134	tslNA	False
ENSMUSG00000104387	mmu-mir-770	ENSMUST00000192104	miRNA	94		False
ENSMUSG00000077185	Gm25091	ENSMUST00000103997	snoRNA	71	tslNA	False
ENSMUSG00000089452	Gm24223	ENSMUST00000158827	snRNA	90	tslNA	False
ENSMUSG00000077735	Gm24556	ENSMUST00000104547	snoRNA	130	tslNA	False
ENSMUSG00000091183	Gm5141	ENSMUST00000167516	protein_coding	1743	tsl5	False
ENSMUSG00000017754	Pltp	ENSMUST00000148912	processed_transcript	754	tsl5	False
ENSMUSG00000017754	Pltp	ENSMUST00000156255	protein_coding	1130	tsl5 (assigned to previous version 2)	False
ENSMUSG00000034168	Irf2bpl	ENSMUST00000038422	protein_coding	4112	tslNA	False
ENSMUSG00000094295	Olfr819	ENSMUST00000167974	protein_coding	963	tslNA	False
ENSMUSG00000037754	Ppp1r16b	ENSMUST00000052927	protein_coding	6685	tsl1 (assigned to previous version 5)	False
ENSMUSG00000088971	Gm23764	ENSMUST00000158346	rRNA	48	tslNA	False
ENSMUSG00000054141	Olfr24	ENSMUST00000066997	protein_coding	1054	tslNA	False
ENSMUSG00000017754	Pltp	ENSMUST00000128110	protein_coding	538	tsl2	False
ENSMUSG00000061048	Cdh3	ENSMUST00000080797	protein_coding	3973	tsl1	True
ENSMUSG00000098321	mmu-mir-431	ENSMUST00000184116	miRNA	91		False
ENSMUSG00000088410	Gm24240	ENSMUST00000157785	snoRNA	135	tslNA	False
ENSMUSG00000037754	Ppp1r16b	ENSMUST00000045503	protein_coding	6408	tsl1 (assigned to previous version 5)	False
ENSMUSG00000021478	Drd1	ENSMUST00000021932	protein_coding	3526	tsl1	True
ENSMUSG00000026043	Col3a1	ENSMUST00000129611	retained_intron	3159	tsl2	False
ENSMUSG00000045048	Gm9795	ENSMUST00000062156	processed_pseudogene	941	tslNA	False
ENSMUSG00000088783	Gm25374	ENSMUST00000158158	miRNA	101	tslNA	False
ENSMUSG00000037754	Ppp1r16b	ENSMUST00000129902	retained_intron	3732	tsl5	False
ENSMUSG00000037754	Ppp1r16b	ENSMUST00000145073	protein_coding	5878	tsl5	False
ENSMUSG00000037754	Ppp1r16b	ENSMUST00000103116	protein_coding	6370	tsl5 (assigned to previous version 4)	False
ENSMUSG00000021619	Atg10	ENSMUST00000022119	protein_coding	1609	tsl1	True
ENSMUSG00000029599	Ddx54	ENSMUST00000031598	protein_coding	3929	tsl1	True
ENSMUSG00000051890	Klhdc1	ENSMUST00000063445	protein_coding	2620	tsl1 (assigned to previous version 7)	False
ENSMUSG00000031786	Drc7	ENSMUST00000058479	protein_coding	2832	tsl1	True
ENSMUSG00000068154	Insm1	ENSMUST00000089257	protein_coding	3100	tslNA	False
ENSMUSG00000037752	Xkr8	ENSMUST00000045550	protein_coding	4245	tsl1	True
ENSMUSG00000021094	Dhrs7	ENSMUST00000021512	protein_coding	1301	tsl1	True
ENSMUSG00000051890	Klhdc1	ENSMUST00000127791	processed_transcript	228	tsl5	False
ENSMUSG00000078192	Gm7290	ENSMUST00000104990	processed_pseudogene	597	tslNA	False
ENSMUSG00000037373	Ctbp1	ENSMUST00000079746	protein_coding	2288	tsl1	True
ENSMUSG00000079374	Gm8334	ENSMUST00000112755	protein_coding	1662	tsl5	False
ENSMUSG00000051890	Klhdc1	ENSMUST00000173419	nonsense_mediated_decay	1404	tsl5	False
ENSMUSG00000037752	Xkr8	ENSMUST00000150104	processed_transcript	376	tsl2	False
ENSMUSG00000036022	Fam122b	ENSMUST00000114838	protein_coding	3536	tsl1 (assigned to previous version 2)	False
ENSMUSG00000037752	Xkr8	ENSMUST00000143642	processed_transcript	547	tsl2	False
ENSMUSG00000046723	Adam24	ENSMUST00000051614	protein_coding	2870	tsl1	True
ENSMUSG00000041975	Mettl8	ENSMUST00000112179	nonsense_mediated_decay	2297	tsl2 (assigned to previous version 3)	False
ENSMUSG00000044433	Camsap3	ENSMUST00000057028	protein_coding	4292	tsl1 (assigned to previous version 8)	False
ENSMUSG00000081228	Gm16089	ENSMUST00000117679	processed_pseudogene	336	tslNA	False
ENSMUSG00000041975	Mettl8	ENSMUST00000148876	nonsense_mediated_decay	2473	tsl1 (assigned to previous version 2)	False
ENSMUSG00000041975	Mettl8	ENSMUST00000112186	protein_coding	2347	tsl2 (assigned to previous version 3)	False
ENSMUSG00000044433	Camsap3	ENSMUST00000171962	protein_coding	4295	tsl1	True
ENSMUSG00000036022	Fam122b	ENSMUST00000114841	protein_coding	3074	tsl1	True
ENSMUSG00000043939	A530064D06Rik	ENSMUST00000053612	protein_coding	1900	tsl1 (assigned to previous version 7)	False
ENSMUSG00000032523	Hhatl	ENSMUST00000035110	protein_coding	1870	tsl1 (assigned to previous version 5)	False
ENSMUSG00000041975	Mettl8	ENSMUST00000121586	protein_coding	1151	tsl5 (assigned to previous version 2)	False
ENSMUSG00000006763	Saal1	ENSMUST00000143082	protein_coding	4728	tsl1	True
ENSMUSG00000041975	Mettl8	ENSMUST00000140293	protein_coding	592	tsl3	False
ENSMUSG00000032523	Hhatl	ENSMUST00000163981	protein_coding	1660	tsl1	True
ENSMUSG00000043939	A530064D06Rik	ENSMUST00000027764	protein_coding	1728	tsl1	True
ENSMUSG00000041975	Mettl8	ENSMUST00000149181	nonsense_mediated_decay	743	tsl5 (assigned to previous version 2)	False
ENSMUSG00000089422	Gm26008	ENSMUST00000158797	snRNA	99	tslNA	False
ENSMUSG00000036022	Fam122b	ENSMUST00000143069	processed_transcript	2038	tsl1	True
ENSMUSG00000041975	Mettl8	ENSMUST00000124781	retained_intron	833	tsl5	False
ENSMUSG00000041975	Mettl8	ENSMUST00000090849	protein_coding	1842	tsl1	True
ENSMUSG00000025092	Hspa12a	ENSMUST00000066285	protein_coding	5733	tsl1	True
ENSMUSG00000041975	Mettl8	ENSMUST00000124208	retained_intron	1597	tsl1	True
ENSMUSG00000041975	Mettl8	ENSMUST00000124273	retained_intron	390	tsl5	False
ENSMUSG00000036561	Ppp6r2	ENSMUST00000088788	protein_coding	2887	tsl5	False
ENSMUSG00000019947	Arid5b	ENSMUST00000020106	protein_coding	4494	tsl1	True
ENSMUSG00000038365	Fbxo25	ENSMUST00000043520	protein_coding	2008	tsl1	True
ENSMUSG00000036022	Fam122b	ENSMUST00000071023	protein_coding	4334	tsl1 (assigned to previous version 6)	False
ENSMUSG00000059430	Actg2	ENSMUST00000075161	protein_coding	1333	tsl1 (assigned to previous version 6)	False
ENSMUSG00000082842	Gm14748	ENSMUST00000119819	unprocessed_pseudogene	411	tslNA	False
ENSMUSG00000059430	Actg2	ENSMUST00000121731	protein_coding	1273	tsl5 (assigned to previous version 2)	False
ENSMUSG00000038984	Tspyl5	ENSMUST00000042021	protein_coding	4008	tslNA	False
ENSMUSG00000059430	Actg2	ENSMUST00000141904	protein_coding	860	tsl2 (assigned to previous version 2)	False
ENSMUSG00000031712	Il15	ENSMUST00000034148	protein_coding	1908	tsl1	True
ENSMUSG00000093825	Olfr723	ENSMUST00000164157	protein_coding	1006	tslNA	False
ENSMUSG00000081164	Gm8722	ENSMUST00000121466	processed_pseudogene	769	tslNA	False
ENSMUSG00000081575	Gm12090	ENSMUST00000118692	processed_pseudogene	758	tslNA	False
ENSMUSG00000037166	Ppp1r14a	ENSMUST00000048187	protein_coding	531	tsl1	True
ENSMUSG00000102458	Pisrt1	ENSMUST00000195532	TEC	515		False
ENSMUSG00000045521	Tssk2	ENSMUST00000055374	protein_coding	1387	tslNA	False
ENSMUSG00000059430	Actg2	ENSMUST00000124933	processed_transcript	673	tsl5	False
ENSMUSG00000029233	Srd5a3	ENSMUST00000031143	protein_coding	1747	tsl1 (assigned to previous version 7)	False
ENSMUSG00000095234	Gm21586	ENSMUST00000107988	protein_coding	264	tsl5	False
ENSMUSG00000059430	Actg2	ENSMUST00000152029	protein_coding	772	tsl2	False
ENSMUSG00000031982	Arv1	ENSMUST00000034463	protein_coding	1165	tsl1	True
ENSMUSG00000029233	Srd5a3	ENSMUST00000149222	processed_transcript	326	tsl3	False
ENSMUSG00000073497	AA792892	ENSMUST00000097477	protein_coding	1842	tsl1	True
ENSMUSG00000090457	4930571K23Rik	ENSMUST00000166958	protein_coding	2153	tslNA	False
ENSMUSG00000059455	Plac8l1	ENSMUST00000081374	protein_coding	763	tsl1	True
ENSMUSG00000031993	Snx19	ENSMUST00000164099	protein_coding	5541	tsl1	True
ENSMUSG00000079024	Gm21961	ENSMUST00000110100	protein_coding	114	tsl5	False
ENSMUSG00000084487	Gm23787	ENSMUST00000122538	snoRNA	73	tslNA	False
ENSMUSG00000034583	Olfr1347	ENSMUST00000036357	protein_coding	964	tslNA	False
ENSMUSG00000075033	Nxpe3	ENSMUST00000099705	protein_coding	6430	tsl1	True
ENSMUSG00000053565	Eif3k	ENSMUST00000066070	protein_coding	773	tsl1	True
ENSMUSG00000090874	Olfr733	ENSMUST00000163469	protein_coding	994	tslNA	False
ENSMUSG00000075595	Zfp652	ENSMUST00000107717	protein_coding	10433	tsl5 (assigned to previous version 2)	False
ENSMUSG00000075595	Zfp652	ENSMUST00000133070	nonsense_mediated_decay	6568	tsl2 (assigned to previous version 2)	False
ENSMUSG00000075595	Zfp652	ENSMUST00000148945	nonsense_mediated_decay	3982	tsl5 (assigned to previous version 2)	False
ENSMUSG00000062822	4833420G17Rik	ENSMUST00000026519	protein_coding	2574	tsl1	True
ENSMUSG00000006715	Gmnn	ENSMUST00000006898	protein_coding	1127	tsl1 (assigned to previous version 4)	False
ENSMUSG00000051506	Wdfy4	ENSMUST00000130509	protein_coding	10033	tsl5 (assigned to previous version 3)	False
ENSMUSG00000075595	Zfp652	ENSMUST00000091565	protein_coding	2663	tsl1	True
ENSMUSG00000085957	Syna	ENSMUST00000149604	protein_coding	2918	tslNA	False
ENSMUSG00000051506	Wdfy4	ENSMUST00000132153	protein_coding	437	tsl3	False
ENSMUSG00000051506	Wdfy4	ENSMUST00000159606	protein_coding	347	tsl3	False
ENSMUSG00000006715	Gmnn	ENSMUST00000110382	protein_coding	963	tsl1 (assigned to previous version 3)	False
ENSMUSG00000029233	Srd5a3	ENSMUST00000152642	protein_coding	351	tsl5 (assigned to previous version 2)	False
ENSMUSG00000047545	Olfr629	ENSMUST00000051346	protein_coding	945	tslNA	False
ENSMUSG00000029233	Srd5a3	ENSMUST00000127278	protein_coding	628	tsl3 (assigned to previous version 2)	False
ENSMUSG00000006715	Gmnn	ENSMUST00000175689	protein_coding	723	tsl5 (assigned to previous version 2)	False
ENSMUSG00000051506	Wdfy4	ENSMUST00000061753	protein_coding	9681	tsl5 (assigned to previous version 9)	False
ENSMUSG00000103348	Gm37053	ENSMUST00000192399	TEC	2087		False
ENSMUSG00000054200	Ffar4	ENSMUST00000067098	protein_coding	1393	tsl1	True
ENSMUSG00000006715	Gmnn	ENSMUST00000176890	protein_coding	749	tsl5 (assigned to previous version 2)	False
ENSMUSG00000029233	Srd5a3	ENSMUST00000113507	protein_coding	1358	tsl1 (assigned to previous version 2)	False
ENSMUSG00000091419	Gm17450	ENSMUST00000164671	pseudogene	426	tslNA	False
ENSMUSG00000101717	Gm28756	ENSMUST00000191057	processed_transcript	666	tsl3	False
ENSMUSG00000101717	Gm28756	ENSMUST00000188360	transcribed_unprocessed_pseudogene	142	tslNA	False
ENSMUSG00000029233	Srd5a3	ENSMUST00000113506	protein_coding	1241	tsl5	False
ENSMUSG00000052850	Tas2r137	ENSMUST00000064932	protein_coding	1002	tslNA	False
ENSMUSG00000006715	Gmnn	ENSMUST00000177253	nonsense_mediated_decay	387	tsl5	False
ENSMUSG00000029718	Pcolce	ENSMUST00000128755	retained_intron	2573	tsl2 (assigned to previous version 2)	False
ENSMUSG00000054006	D630008O14Rik	ENSMUST00000144260	antisense	1568	tsl2 (assigned to previous version 2)	False
ENSMUSG00000029233	Srd5a3	ENSMUST00000124217	retained_intron	1872	tsl2	False
ENSMUSG00000103106	Gm37047	ENSMUST00000191992	TEC	533		False
ENSMUSG00000046585	Cfap58	ENSMUST00000066308	protein_coding	3345	tsl1	True
ENSMUSG00000025809	Itgb1	ENSMUST00000090006	protein_coding	3815	tsl1 (assigned to previous version 6)	False
ENSMUSG00000088008	Gm25492	ENSMUST00000157383	scaRNA	129	tslNA	False
ENSMUSG00000077309	n-R5s8	ENSMUST00000104121	rRNA	118	tslNA	False
ENSMUSG00000077628	Gm23768	ENSMUST00000104440	snoRNA	131	tslNA	False
ENSMUSG00000054006	D630008O14Rik	ENSMUST00000149909	antisense	1043	tsl1	True
ENSMUSG00000091625	Lsm5	ENSMUST00000170382	protein_coding	494	tsl1	True
ENSMUSG00000040414	Slc25a28	ENSMUST00000046038	protein_coding	1514	tsl1	True
ENSMUSG00000057230	Aak1	ENSMUST00000089519	protein_coding	7982	tsl1 (assigned to previous version 7)	False
ENSMUSG00000062694	Cav3	ENSMUST00000075477	protein_coding	1160	tsl1	True
ENSMUSG00000022229	Atp12a	ENSMUST00000007340	protein_coding	3951	tsl1	True
ENSMUSG00000057230	Aak1	ENSMUST00000113668	protein_coding	1639	tsl1 (assigned to previous version 2)	False
ENSMUSG00000064687	Gm25811	ENSMUST00000082753	snRNA	101	tslNA	False
ENSMUSG00000025809	Itgb1	ENSMUST00000124826	nonsense_mediated_decay	2906	tsl1	True
ENSMUSG00000022496	Tnfrsf17	ENSMUST00000023140	protein_coding	815	tsl1	True
ENSMUSG00000057230	Aak1	ENSMUST00000003710	protein_coding	7203	tsl5	False
ENSMUSG00000064532	Gm23614	ENSMUST00000082598	snRNA	107	tslNA	False
ENSMUSG00000094541	Gm24089	ENSMUST00000093696	rRNA	109	tslNA	False
ENSMUSG00000025809	Itgb1	ENSMUST00000135281	retained_intron	651	tsl2	False
ENSMUSG00000091625	Lsm5	ENSMUST00000175865	retained_intron	757	tsl2 (assigned to previous version 2)	False
ENSMUSG00000057230	Aak1	ENSMUST00000156885	processed_transcript	328	tsl3	False
ENSMUSG00000033213	AA467197	ENSMUST00000142767	protein_coding	519	tsl5 (assigned to previous version 2)	False
ENSMUSG00000025809	Itgb1	ENSMUST00000149116	protein_coding	711	tsl1	True
ENSMUSG00000091625	Lsm5	ENSMUST00000177144	nonsense_mediated_decay	366	tsl3	False
ENSMUSG00000043705	Capn13	ENSMUST00000095208	protein_coding	2614	tsl5	False
ENSMUSG00000016921	Srsf6	ENSMUST00000193611	retained_intron	2897		False
ENSMUSG00000091625	Lsm5	ENSMUST00000176595	processed_transcript	274	tsl5	False
ENSMUSG00000022040	Ephx2	ENSMUST00000070515	protein_coding	2035	tsl1	True
ENSMUSG00000046615	Actrt1	ENSMUST00000059466	protein_coding	1339	tslNA	False
ENSMUSG00000092008	Cyp2c69	ENSMUST00000168838	protein_coding	1770	tsl5	False
ENSMUSG00000033213	AA467197	ENSMUST00000047498	protein_coding	792	tsl1 (assigned to previous version 9)	False
ENSMUSG00000023165	Ssxb2	ENSMUST00000103000	protein_coding	750	tsl1 (assigned to previous version 3)	False
ENSMUSG00000094763	Gm1647	ENSMUST00000195406	lincRNA	735		False
ENSMUSG00000091404	Gm3140	ENSMUST00000163523	processed_pseudogene	481	tslNA	False
ENSMUSG00000030942	Thumpd1	ENSMUST00000033236	protein_coding	2653	tsl1	True
ENSMUSG00000033213	AA467197	ENSMUST00000175727	processed_transcript	523	tsl2	False
ENSMUSG00000006763	Saal1	ENSMUST00000131747	retained_intron	3386	tsl1 (assigned to previous version 2)	False
ENSMUSG00000079380	Gm8271	ENSMUST00000171053	protein_coding	1469	tsl5	False
ENSMUSG00000101804	Gm28813	ENSMUST00000186293	lincRNA	1497	tsl5	False
ENSMUSG00000028221	Tmem55a	ENSMUST00000029875	protein_coding	2339	tsl1	True
ENSMUSG00000023165	Ssxb2	ENSMUST00000023931	protein_coding	927	tsl1	True
ENSMUSG00000101804	Gm28813	ENSMUST00000190034	lincRNA	436	tsl5	False
ENSMUSG00000023007	Prpf40b	ENSMUST00000150641	retained_intron	4065	tsl2 (assigned to previous version 2)	False
ENSMUSG00000099861	Gm29049	ENSMUST00000185705	protein_coding	1224	tsl1	True
ENSMUSG00000082398	Gm11927	ENSMUST00000118472	processed_pseudogene	759	tslNA	False
ENSMUSG00000033213	AA467197	ENSMUST00000110512	protein_coding	751	tsl1	True
ENSMUSG00000093579	Gm20036	ENSMUST00000177547	processed_transcript	844	tsl3	False
ENSMUSG00000074440	Defa3	ENSMUST00000098893	protein_coding	410	tsl1	True
ENSMUSG00000063382	Bcl9l	ENSMUST00000074989	protein_coding	5304	tsl1	True
ENSMUSG00000089798	1700028K03Rik	ENSMUST00000058921	protein_coding	797	tsl2 (assigned to previous version 8)	False
ENSMUSG00000095021	Gm24021	ENSMUST00000178435	snoRNA	79	tslNA	False
ENSMUSG00000096464	Ighv2-2	ENSMUST00000103443	IG_V_gene	352	tsl1 (assigned to previous version 1)	False
ENSMUSG00000086070	8430436N08Rik	ENSMUST00000129988	lincRNA	1077	tsl1	True
ENSMUSG00000001687	Ubl3	ENSMUST00000079324	protein_coding	2667	tsl1 (assigned to previous version 8)	False
ENSMUSG00000039607	Rbms3	ENSMUST00000111773	protein_coding	7908	tsl1 (assigned to previous version 4)	False
ENSMUSG00000055523	Gucy2g	ENSMUST00000069183	protein_coding	3690	tsl1	True
ENSMUSG00000027752	Exosc8	ENSMUST00000029316	protein_coding	1300	tsl1 (assigned to previous version 10)	False
ENSMUSG00000096884	Ighd5-4	ENSMUST00000177646	IG_D_gene	10	tslNA	False
ENSMUSG00000038025	Phf2	ENSMUST00000035540	protein_coding	5260	tsl1	True
ENSMUSG00000029206	Nsun7	ENSMUST00000031109	protein_coding	2552	tsl5 (assigned to previous version 4)	False
ENSMUSG00000001687	Ubl3	ENSMUST00000164904	protein_coding	2001	tsl1	True
ENSMUSG00000021704	Mtx3	ENSMUST00000076169	protein_coding	6275	tsl5	False
ENSMUSG00000079333	Gm11096	ENSMUST00000168858	protein_coding	45	tsl5	False
ENSMUSG00000006763	Saal1	ENSMUST00000006948	retained_intron	1849	tsl1 (assigned to previous version 7)	False
ENSMUSG00000094594	Tpd52-ps	ENSMUST00000178097	pseudogene	555	tslNA	False
ENSMUSG00000095219	Gm6468	ENSMUST00000086050	protein_coding	1218	tsl5	False
ENSMUSG00000089472	Gm25368	ENSMUST00000158847	rRNA	131	tslNA	False
ENSMUSG00000027752	Exosc8	ENSMUST00000125632	retained_intron	478	tsl1	True
ENSMUSG00000106183	mmu-mir-101c	ENSMUST00000195989	miRNA	75		False
ENSMUSG00000006763	Saal1	ENSMUST00000146316	processed_transcript	271	tsl5	False
ENSMUSG00000105409	AL672036.1	ENSMUST00000196884	miRNA	69		False
ENSMUSG00000089798	1700028K03Rik	ENSMUST00000163064	processed_transcript	3191	tsl2 (assigned to previous version 2)	False
ENSMUSG00000006763	Saal1	ENSMUST00000142381	retained_intron	2228	tsl1 (assigned to previous version 2)	False
ENSMUSG00000054932	Afp	ENSMUST00000042755	protein_coding	2086	tsl1	True
ENSMUSG00000021120	Pigh	ENSMUST00000072154	protein_coding	2349	tsl1	True
ENSMUSG00000093985	Gm10406	ENSMUST00000100895	protein_coding	1813	tsl5 (assigned to previous version 4)	False
ENSMUSG00000058624	Gda	ENSMUST00000087600	protein_coding	5428	tsl1 (assigned to previous version 4)	False
ENSMUSG00000006763	Saal1	ENSMUST00000145813	retained_intron	3841	tsl1	True
ENSMUSG00000043683	Fem1a	ENSMUST00000060253	protein_coding	6816	tslNA	False
ENSMUSG00000104327	Gm37322	ENSMUST00000193409	TEC	337		False
ENSMUSG00000093985	Gm10406	ENSMUST00000170738	protein_coding	1955	tsl5	False
ENSMUSG00000073079	Srp54a	ENSMUST00000021407	protein_coding	1515	tsl5	False
ENSMUSG00000101851	Gm28474	ENSMUST00000188501	processed_pseudogene	315	tslNA	False
ENSMUSG00000089798	1700028K03Rik	ENSMUST00000159902	protein_coding	742	tsl5 (assigned to previous version 1)	False
ENSMUSG00000037343	Taf2	ENSMUST00000041733	protein_coding	5033	tsl1	True
ENSMUSG00000058624	Gda	ENSMUST00000136258	retained_intron	1353	tsl1	True
ENSMUSG00000021102	Glrx5	ENSMUST00000021522	protein_coding	930	tsl1	True
ENSMUSG00000089798	1700028K03Rik	ENSMUST00000162591	retained_intron	5249	tsl1	True
ENSMUSG00000039607	Rbms3	ENSMUST00000068962	protein_coding	3320	tsl1 (assigned to previous version 8)	False
ENSMUSG00000058624	Gda	ENSMUST00000121725	protein_coding	2450	tsl1 (assigned to previous version 2)	False
ENSMUSG00000021474	Sfxn1	ENSMUST00000021930	protein_coding	2811	tsl1	True
ENSMUSG00000081566	Gm13756	ENSMUST00000117618	processed_pseudogene	222	tslNA	False
ENSMUSG00000039607	Rbms3	ENSMUST00000173429	protein_coding	1631	tsl1 (assigned to previous version 2)	False
ENSMUSG00000066723	Vmn1r183	ENSMUST00000086012	protein_coding	918	tslNA	False
ENSMUSG00000048284	Tas2r126	ENSMUST00000059534	protein_coding	930	tslNA	False
ENSMUSG00000051671	Coa6	ENSMUST00000059093	protein_coding	762	tsl1	True
ENSMUSG00000051190	Olfr1356	ENSMUST00000061289	protein_coding	963	tslNA	False
ENSMUSG00000024646	Cyb5a	ENSMUST00000160180	protein_coding	1363	tsl1 (assigned to previous version 2)	False
ENSMUSG00000056917	Sipa1	ENSMUST00000071857	protein_coding	3868	tsl1 (assigned to previous version 6)	False
ENSMUSG00000016554	Eif3d	ENSMUST00000100484	protein_coding	1910	tsl1	True
ENSMUSG00000073893	Olfr472	ENSMUST00000084760	protein_coding	1083	tslNA	False
ENSMUSG00000024646	Cyb5a	ENSMUST00000025549	nonsense_mediated_decay	534	tsl3 (assigned to previous version 8)	False
ENSMUSG00000056917	Sipa1	ENSMUST00000080824	protein_coding	3837	tsl1 (assigned to previous version 6)	False
