ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_tsl	is_canonical
ENSMUSG00000109532	Gm42397	ENSMUST00000208057	lincRNA	568	tsl3	False
ENSMUSG00000096760	Vmn1r248	ENSMUST00000105196	protein_coding	918	tslNA	False
ENSMUSG00000097834	Gm26911	ENSMUST00000204244	antisense	763	tsl5	False
ENSMUSG00000036620	Mgat4b	ENSMUST00000151803	nonsense_mediated_decay	1725	tsl5	False
ENSMUSG00000020492	Ska2	ENSMUST00000020794	protein_coding	3037	tsl1	True
ENSMUSG00000108856	Gm35309	ENSMUST00000208337	lincRNA	478	tsl3	False
ENSMUSG00000039601	Rcan2	ENSMUST00000229744	protein_coding	2914		False
ENSMUSG00000110388	Gm30329	ENSMUST00000211572	antisense	3077	tsl1	True
ENSMUSG00000004070	Hmox2	ENSMUST00000121529	protein_coding	856	tsl2	False
ENSMUSG00000118412	Gm32766	ENSMUST00000238497	unitary_pseudogene	549		False
ENSMUSG00000113073	Gm48261	ENSMUST00000223208	TEC	3856	tslNA	False
ENSMUSG00000097834	Gm26911	ENSMUST00000204781	antisense	369	tsl3	False
ENSMUSG00000039601	Rcan2	ENSMUST00000044895	protein_coding	3226	tsl1 (assigned to previous version 11)	False
ENSMUSG00000072421	Gm10357	ENSMUST00000159886	processed_pseudogene	264	tslNA	False
ENSMUSG00000036620	Mgat4b	ENSMUST00000133714	retained_intron	511	tsl5	False
ENSMUSG00000107806	Gm19726	ENSMUST00000205008	processed_pseudogene	240	tslNA	False
ENSMUSG00000113810	Gm48259	ENSMUST00000221052	TEC	686	tslNA	False
ENSMUSG00000036620	Mgat4b	ENSMUST00000122977	retained_intron	652	tsl2	False
ENSMUSG00000107954	Gm43942	ENSMUST00000204522	TEC	2859	tslNA	False
ENSMUSG00000113742	Gm48262	ENSMUST00000220604	TEC	4616	tslNA	False
ENSMUSG00000020492	Ska2	ENSMUST00000142263	processed_transcript	861	tsl1	True
ENSMUSG00000107448	Gm43947	ENSMUST00000203019	TEC	959	tslNA	False
ENSMUSG00000113978	Gm48260	ENSMUST00000223414	processed_pseudogene	3829	tslNA	False
ENSMUSG00000020492	Ska2	ENSMUST00000131202	processed_transcript	673	tsl2	False
ENSMUSG00000078505	Aadacl4fm4	ENSMUST00000105747	protein_coding	1224	tsl5	False
ENSMUSG00000069089	Cdk7	ENSMUST00000091299	protein_coding	1988	tsl1 (assigned to previous version 6)	False
ENSMUSG00000103145	Gm37744	ENSMUST00000194616	TEC	1590	tslNA	False
ENSMUSG00000107887	Gm43950	ENSMUST00000204767	lincRNA	996	tsl3	False
ENSMUSG00000108076	9530086O07Rik	ENSMUST00000203503	TEC	2685	tslNA	False
ENSMUSG00000085143	Gm11520	ENSMUST00000122837	antisense	630	tsl1	True
ENSMUSG00000069089	Cdk7	ENSMUST00000225990	protein_coding	1159		False
ENSMUSG00000107427	Gm43948	ENSMUST00000203474	antisense	2376	tsl1	True
ENSMUSG00000107720	Gm43946	ENSMUST00000204058	TEC	886	tslNA	False
ENSMUSG00000040785	Ttc3	ENSMUST00000130960	processed_transcript	416	tsl3	False
ENSMUSG00000031682	1700011L22Rik	ENSMUST00000034109	protein_coding	964	tsl1	True
ENSMUSG00000040785	Ttc3	ENSMUST00000139513	protein_coding	671	tsl5 (assigned to previous version 7)	False
ENSMUSG00000039601	Rcan2	ENSMUST00000177857	protein_coding	987	tsl1 (assigned to previous version 7)	False
ENSMUSG00000020921	Tmem101	ENSMUST00000021296	protein_coding	1574	tsl1	True
ENSMUSG00000069089	Cdk7	ENSMUST00000225946	retained_intron	681		False
ENSMUSG00000031682	1700011L22Rik	ENSMUST00000210889	processed_transcript	463	tsl3	False
ENSMUSG00000087187	Gm13431	ENSMUST00000147012	lincRNA	388	tsl2	False
ENSMUSG00000020921	Tmem101	ENSMUST00000143986	processed_transcript	851	tsl2	False
ENSMUSG00000020921	Tmem101	ENSMUST00000136434	processed_transcript	302	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111678	protein_coding	5870	tsl5	False
ENSMUSG00000101258	Gm29477	ENSMUST00000189860	antisense	499	tsl5	False
ENSMUSG00000098189	Gm8604	ENSMUST00000183150	processed_pseudogene	965	tslNA	False
ENSMUSG00000103465	Gm37617	ENSMUST00000194309	processed_pseudogene	159	tslNA	False
ENSMUSG00000085509	Gm11521	ENSMUST00000143302	antisense	329	tsl3	False
ENSMUSG00000069089	Cdk7	ENSMUST00000225056	processed_transcript	1595		False
ENSMUSG00000103279	Gm3351	ENSMUST00000193454	processed_pseudogene	505	tslNA	False
ENSMUSG00000069089	Cdk7	ENSMUST00000225578	retained_intron	763		False
ENSMUSG00000030738	Eif3c	ENSMUST00000032992	protein_coding	3383	tsl1	True
ENSMUSG00000087187	Gm13431	ENSMUST00000122948	lincRNA	476	tsl2	False
ENSMUSG00000087187	Gm13431	ENSMUST00000129699	lincRNA	366	tsl1	True
ENSMUSG00000116695	4930578N18Rik	ENSMUST00000232455	lincRNA	511		False
ENSMUSG00000030738	Eif3c	ENSMUST00000180459	protein_coding	926	tsl2	False
ENSMUSG00000109865	Hspa14	ENSMUST00000027961	protein_coding	1795	tsl1	True
ENSMUSG00000116695	4930578N18Rik	ENSMUST00000231285	lincRNA	458		False
ENSMUSG00000039601	Rcan2	ENSMUST00000044792	protein_coding	3313	tsl1 (assigned to previous version 4)	False
ENSMUSG00000030738	Eif3c	ENSMUST00000205949	nonsense_mediated_decay	480	tsl5	False
ENSMUSG00000098089	Gm26915	ENSMUST00000183080	processed_pseudogene	748	tslNA (assigned to previous version 1)	False
ENSMUSG00000109865	Hspa14	ENSMUST00000129505	retained_intron	559	tsl2	False
ENSMUSG00000028973	Abcb8	ENSMUST00000115077	protein_coding	3074	tsl5	False
ENSMUSG00000109865	Hspa14	ENSMUST00000156008	retained_intron	675	tsl1	True
ENSMUSG00000004071	Cdip1	ENSMUST00000147225	protein_coding	739	tsl3	False
ENSMUSG00000039601	Rcan2	ENSMUST00000229240	protein_coding	584		False
ENSMUSG00000109865	Hspa14	ENSMUST00000139485	retained_intron	845	tsl2	False
ENSMUSG00000109865	Hspa14	ENSMUST00000135157	retained_intron	1010	tsl3	False
ENSMUSG00000039601	Rcan2	ENSMUST00000229939	protein_coding	536		False
ENSMUSG00000040785	Ttc3	ENSMUST00000141856	protein_coding	711	tsl2	False
ENSMUSG00000109865	Hspa14	ENSMUST00000148167	retained_intron	477	tsl2	False
ENSMUSG00000085805	Gm14145	ENSMUST00000133385	lincRNA	508	tsl3	False
ENSMUSG00000020464	Pnpt1	ENSMUST00000154924	processed_transcript	3368	tsl1	True
ENSMUSG00000037022	Mmaa	ENSMUST00000048718	protein_coding	5650	tsl1	True
ENSMUSG00000028973	Abcb8	ENSMUST00000115074	processed_transcript	1657	tsl1	True
ENSMUSG00000020464	Pnpt1	ENSMUST00000148173	processed_transcript	459	tsl3	False
ENSMUSG00000067352	Gm14149	ENSMUST00000123048	lincRNA	1853	tsl1	True
ENSMUSG00000067352	Gm14149	ENSMUST00000170215	lincRNA	702	tsl5	False
ENSMUSG00000082950	Gm7834	ENSMUST00000117560	processed_pseudogene	437	tslNA	False
ENSMUSG00000005505	Kbtbd4	ENSMUST00000111464	protein_coding	2343	tsl1	True
ENSMUSG00000028973	Abcb8	ENSMUST00000136414	retained_intron	929	tsl2	False
ENSMUSG00000100188	Gm29561	ENSMUST00000187838	lincRNA	631	tsl3	False
ENSMUSG00000028973	Abcb8	ENSMUST00000198166	protein_coding	518	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111690	protein_coding	5945	tsl5	False
ENSMUSG00000081350	Gm5388	ENSMUST00000120059	processed_pseudogene	1117	tslNA	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111695	protein_coding	6344	tsl5	False
ENSMUSG00000037022	Mmaa	ENSMUST00000210231	nonsense_mediated_decay	1685	tsl1	True
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111677	protein_coding	5789	tsl5	False
ENSMUSG00000028973	Abcb8	ENSMUST00000127816	retained_intron	675	tsl3	False
ENSMUSG00000029344	Tpst2	ENSMUST00000031287	protein_coding	1835	tsl1 (assigned to previous version 10)	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111698	protein_coding	5850	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000099941	protein_coding	5783	tsl5	False
ENSMUSG00000052406	Rexo4	ENSMUST00000064244	protein_coding	2281	tsl1	True
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111676	protein_coding	5852	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111694	protein_coding	6362	tsl5	False
ENSMUSG00000029344	Tpst2	ENSMUST00000134071	retained_intron	1607	tsl2	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111675	protein_coding	5089	tsl5	False
ENSMUSG00000028973	Abcb8	ENSMUST00000136459	retained_intron	2340	tsl1	True
ENSMUSG00000052406	Rexo4	ENSMUST00000123126	processed_transcript	644	tsl2	False
ENSMUSG00000005505	Kbtbd4	ENSMUST00000090682	protein_coding	2437	tsl1	True
ENSMUSG00000028973	Abcb8	ENSMUST00000151535	protein_coding	940	tsl1	True
ENSMUSG00000052406	Rexo4	ENSMUST00000145546	processed_transcript	359	tsl2	False
ENSMUSG00000087337	Gm14144	ENSMUST00000128602	lincRNA	1721	tsl1	True
ENSMUSG00000052406	Rexo4	ENSMUST00000136710	protein_coding	1121	tsl5	False
ENSMUSG00000101641	Gm29560	ENSMUST00000191526	TEC	881	tsl5	False
ENSMUSG00000005505	Kbtbd4	ENSMUST00000124284	processed_transcript	340	tsl3	False
ENSMUSG00000052406	Rexo4	ENSMUST00000139635	processed_transcript	600	tsl2	False
ENSMUSG00000081188	Gm14621	ENSMUST00000117709	processed_pseudogene	689	tslNA	False
ENSMUSG00000029344	Tpst2	ENSMUST00000071455	protein_coding	1741	tsl1 (assigned to previous version 5)	False
ENSMUSG00000028973	Abcb8	ENSMUST00000073076	protein_coding	2939	tsl1	True
ENSMUSG00000052406	Rexo4	ENSMUST00000135752	processed_transcript	737	tsl3	False
ENSMUSG00000005505	Kbtbd4	ENSMUST00000140945	processed_transcript	469	tsl2	False
ENSMUSG00000029344	Tpst2	ENSMUST00000151947	protein_coding	294	tsl3 (assigned to previous version 1)	False
ENSMUSG00000052406	Rexo4	ENSMUST00000128130	processed_transcript	575	tsl2	False
ENSMUSG00000034377	Tulp4	ENSMUST00000149756	protein_coding	8784	tsl1	True
ENSMUSG00000005505	Kbtbd4	ENSMUST00000155372	processed_transcript	632	tsl3	False
ENSMUSG00000029344	Tpst2	ENSMUST00000198502	protein_coding	442	tsl5	False
ENSMUSG00000052406	Rexo4	ENSMUST00000128401	processed_transcript	379	tsl3	False
ENSMUSG00000051396	Gm45902	ENSMUST00000124331	protein_coding	4314	tsl1	True
ENSMUSG00000029344	Tpst2	ENSMUST00000140262	nonsense_mediated_decay	388	tsl3	False
ENSMUSG00000034377	Tulp4	ENSMUST00000126982	processed_transcript	906	tsl2	False
ENSMUSG00000052406	Rexo4	ENSMUST00000114020	protein_coding	2278	tsl1	True
ENSMUSG00000038893	Fam117a	ENSMUST00000037502	protein_coding	2317	tsl1	True
ENSMUSG00000029344	Tpst2	ENSMUST00000139482	retained_intron	471	tsl2	False
ENSMUSG00000051396	Gm45902	ENSMUST00000140494	protein_coding	2390	tsl2	False
ENSMUSG00000029344	Tpst2	ENSMUST00000239473	protein_coding	1813		False
ENSMUSG00000107447	Gm44054	ENSMUST00000203814	processed_pseudogene	372	tslNA	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000067232	protein_coding	6119	tsl1	True
ENSMUSG00000034377	Tulp4	ENSMUST00000145340	processed_transcript	1509	tsl3	False
ENSMUSG00000034377	Tulp4	ENSMUST00000144124	processed_transcript	722	tsl3	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111689	protein_coding	5961	tsl5	False
ENSMUSG00000025013	Tll2	ENSMUST00000025986	protein_coding	4658	tsl1 (assigned to previous version 13)	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111687	protein_coding	6030	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000201181	protein_coding	508	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111692	protein_coding	6170	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000207214	protein_coding	787	tsl5	False
ENSMUSG00000052551	Adarb2	ENSMUST00000064473	protein_coding	6721	tsl1	True
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111685	protein_coding	5985	tsl5	False
ENSMUSG00000111266	Gm30570	ENSMUST00000213553	lincRNA	2651	tsl1	True
ENSMUSG00000035357	Pdzrn3	ENSMUST00000075994	protein_coding	4104	tsl1	True
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111686	protein_coding	6061	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111688	protein_coding	6146	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111693	protein_coding	6255	tsl5	False
ENSMUSG00000094841	Gm10610	ENSMUST00000207184	lincRNA	2693	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000201094	protein_coding	2172	tsl5	False
ENSMUSG00000026483	Fam129a	ENSMUST00000148810	protein_coding	6531	tsl1	True
ENSMUSG00000052551	Adarb2	ENSMUST00000223223	retained_intron	3887	tslNA	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111684	protein_coding	6021	tsl5	False
ENSMUSG00000094841	Gm10610	ENSMUST00000177929	lincRNA	1834	tsl1	True
ENSMUSG00000094841	Gm10610	ENSMUST00000208877	lincRNA	1206	tsl5	False
ENSMUSG00000034377	Tulp4	ENSMUST00000141059	retained_intron	5223	tsl2	False
ENSMUSG00000052551	Adarb2	ENSMUST00000139438	processed_transcript	1659	tsl1	True
ENSMUSG00000004071	Cdip1	ENSMUST00000004173	protein_coding	3953	tsl1	True
ENSMUSG00000035357	Pdzrn3	ENSMUST00000239140	protein_coding	1808		False
ENSMUSG00000034203	Chchd4	ENSMUST00000040835	protein_coding	3472	tsl1	True
ENSMUSG00000052551	Adarb2	ENSMUST00000135574	nonsense_mediated_decay	4318	tsl5	False
ENSMUSG00000025013	Tll2	ENSMUST00000169941	protein_coding	3318	tsl1	True
ENSMUSG00000052551	Adarb2	ENSMUST00000123187	protein_coding	4002	tsl1	True
ENSMUSG00000026483	Fam129a	ENSMUST00000097541	nonsense_mediated_decay	4010	tsl1	True
ENSMUSG00000035357	Pdzrn3	ENSMUST00000124884	processed_transcript	666	tsl3	False
ENSMUSG00000035357	Pdzrn3	ENSMUST00000144505	retained_intron	2969	tsl1	True
ENSMUSG00000052551	Adarb2	ENSMUST00000223148	processed_transcript	427	tsl5	False
ENSMUSG00000004071	Cdip1	ENSMUST00000140187	retained_intron	3811	tsl2	False
ENSMUSG00000034203	Chchd4	ENSMUST00000205802	retained_intron	1854	tslNA	False
ENSMUSG00000053477	Tcf4	ENSMUST00000200703	protein_coding	831	tsl5	False
ENSMUSG00000040785	Ttc3	ENSMUST00000143145	nonsense_mediated_decay	3614	tsl1	True
ENSMUSG00000035357	Pdzrn3	ENSMUST00000151175	processed_transcript	621	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000202765	protein_coding	802	tsl5	False
ENSMUSG00000004071	Cdip1	ENSMUST00000118703	protein_coding	2554	tsl1	True
ENSMUSG00000040785	Ttc3	ENSMUST00000154243	nonsense_mediated_decay	632	tsl5	False
ENSMUSG00000098026	Gm27014	ENSMUST00000182658	processed_pseudogene	937	tslNA	False
ENSMUSG00000103660	Gm30705	ENSMUST00000195660	lincRNA	1495	tsl5	False
ENSMUSG00000092233	Gm20403	ENSMUST00000173803	protein_coding	372	tslNA	False
ENSMUSG00000083866	Gm13472	ENSMUST00000120948	processed_pseudogene	314	tslNA	False
ENSMUSG00000034377	Tulp4	ENSMUST00000039655	protein_coding	9687	tsl1	True
ENSMUSG00000029670	Ing3	ENSMUST00000031680	protein_coding	3800	tsl1	True
ENSMUSG00000004071	Cdip1	ENSMUST00000117713	protein_coding	1964	tsl1	True
ENSMUSG00000026483	Fam129a	ENSMUST00000086267	processed_transcript	3245	tsl1	True
ENSMUSG00000040785	Ttc3	ENSMUST00000153062	nonsense_mediated_decay	672	tsl5	False
ENSMUSG00000004071	Cdip1	ENSMUST00000152667	retained_intron	776	tsl2	False
ENSMUSG00000103660	Gm30705	ENSMUST00000194784	lincRNA	615	tsl5	False
ENSMUSG00000038893	Fam117a	ENSMUST00000129553	processed_transcript	524	tsl5	False
ENSMUSG00000103660	Gm30705	ENSMUST00000195482	lincRNA	431	tsl5	False
ENSMUSG00000026483	Fam129a	ENSMUST00000111875	protein_coding	1296	tsl1	True
ENSMUSG00000004071	Cdip1	ENSMUST00000229452	retained_intron	4453		False
ENSMUSG00000034377	Tulp4	ENSMUST00000137063	protein_coding	2019	tsl1	True
ENSMUSG00000040785	Ttc3	ENSMUST00000127911	processed_transcript	332	tsl3	False
ENSMUSG00000094152	Slc6a16	ENSMUST00000213347	protein_coding	2865	tsl5	False
ENSMUSG00000038893	Fam117a	ENSMUST00000143482	processed_transcript	702	tsl5	False
ENSMUSG00000040785	Ttc3	ENSMUST00000152117	protein_coding	2572	tsl1	True
ENSMUSG00000051639	Fbl-ps2	ENSMUST00000061073	processed_pseudogene	957	tslNA	False
ENSMUSG00000086464	Gm15835	ENSMUST00000127697	lincRNA	356	tsl1 (assigned to previous version 1)	False
ENSMUSG00000086353	Gm13481	ENSMUST00000127672	lincRNA	1732	tsl1	True
ENSMUSG00000103982	Gm37451	ENSMUST00000194718	lincRNA	2167	tsl1	True
ENSMUSG00000026483	Fam129a	ENSMUST00000134499	protein_coding	509	tsl2	False
ENSMUSG00000038893	Fam117a	ENSMUST00000129290	processed_transcript	353	tsl5	False
ENSMUSG00000040785	Ttc3	ENSMUST00000150097	protein_coding	654	tsl5	False
ENSMUSG00000082278	Gm13471	ENSMUST00000122057	processed_pseudogene	433	tslNA	False
ENSMUSG00000063235	Ptpmt1	ENSMUST00000125001	processed_transcript	3183	tsl1	True
ENSMUSG00000083966	Gm13482	ENSMUST00000119842	processed_pseudogene	254	tslNA	False
ENSMUSG00000038893	Fam117a	ENSMUST00000155999	processed_transcript	400	tsl2	False
ENSMUSG00000105208	Gm43525	ENSMUST00000196460	lincRNA	616	tsl2	False
ENSMUSG00000087151	Gm14022	ENSMUST00000143857	processed_transcript	691	tsl1	True
ENSMUSG00000034101	Ctnnd1	ENSMUST00000036811	protein_coding	5126	tsl1	True
ENSMUSG00000063235	Ptpmt1	ENSMUST00000111461	processed_transcript	1529	tsl1	True
ENSMUSG00000038893	Fam117a	ENSMUST00000132357	processed_transcript	442	tsl3	False
ENSMUSG00000094152	Slc6a16	ENSMUST00000210163	retained_intron	1241	tsl3	False
ENSMUSG00000094152	Slc6a16	ENSMUST00000179310	protein_coding	2007	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000066177	protein_coding	5044	tsl1	True
ENSMUSG00000063235	Ptpmt1	ENSMUST00000155621	processed_transcript	744	tsl1	True
ENSMUSG00000081333	Gm12307	ENSMUST00000120581	processed_pseudogene	590	tslNA	False
ENSMUSG00000063235	Ptpmt1	ENSMUST00000150556	processed_transcript	379	tsl2	False
ENSMUSG00000029670	Ing3	ENSMUST00000144534	retained_intron	2659	tsl1	True
ENSMUSG00000040785	Ttc3	ENSMUST00000122895	protein_coding	3579	tsl1	True
ENSMUSG00000097174	Gm4890	ENSMUST00000181030	bidirectional_promoter_lncRNA	3784	tsl1	True
ENSMUSG00000066324	Impad1	ENSMUST00000084949	protein_coding	6543	tsl1	True
ENSMUSG00000097174	Gm4890	ENSMUST00000209627	bidirectional_promoter_lncRNA	333	tsl2	False
ENSMUSG00000040785	Ttc3	ENSMUST00000151770	protein_coding	3630	tsl1	True
ENSMUSG00000034639	Setmar	ENSMUST00000049246	protein_coding	1612	tsl1	True
ENSMUSG00000040785	Ttc3	ENSMUST00000231569	protein_coding	6373		False
ENSMUSG00000040785	Ttc3	ENSMUST00000147046	protein_coding	1519	tsl1	True
ENSMUSG00000083228	Gm11779	ENSMUST00000118541	processed_pseudogene	368	tslNA	False
ENSMUSG00000029670	Ing3	ENSMUST00000136200	nonsense_mediated_decay	1847	tsl1	True
ENSMUSG00000087099	Gm11782	ENSMUST00000131675	lincRNA	2804	tsl1	True
ENSMUSG00000104195	B230377A18Rik	ENSMUST00000192921	TEC	1364	tslNA	False
ENSMUSG00000053477	Tcf4	ENSMUST00000201205	protein_coding	2270	tsl5	False
ENSMUSG00000054988	Agtr1b	ENSMUST00000068316	protein_coding	2147	tsl1	True
ENSMUSG00000104195	B230377A18Rik	ENSMUST00000192229	TEC	599	tslNA	False
ENSMUSG00000034639	Setmar	ENSMUST00000138140	nonsense_mediated_decay	1748	tsl3	False
ENSMUSG00000040785	Ttc3	ENSMUST00000149885	protein_coding	363	tsl3	False
ENSMUSG00000029670	Ing3	ENSMUST00000115389	protein_coding	2546	tsl5	False
ENSMUSG00000092470	Gm20518	ENSMUST00000150068	nonsense_mediated_decay	3811	tsl2	False
ENSMUSG00000040785	Ttc3	ENSMUST00000127667	protein_coding	332	tsl5	False
ENSMUSG00000102398	Gm37580	ENSMUST00000192408	TEC	2800	tslNA	False
ENSMUSG00000063235	Ptpmt1	ENSMUST00000077874	protein_coding	1319	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000200966	protein_coding	731	tsl5	False
ENSMUSG00000029670	Ing3	ENSMUST00000151473	protein_coding	889	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000201410	protein_coding	1915	tsl5	False
ENSMUSG00000097670	Gm26607	ENSMUST00000180661	processed_pseudogene	867	tslNA	False
ENSMUSG00000047989	Ino80c	ENSMUST00000153360	protein_coding	2498	tsl1	True
ENSMUSG00000005510	Ndufs3	ENSMUST00000140248	processed_transcript	409	tsl3	False
ENSMUSG00000029670	Ing3	ENSMUST00000152877	nonsense_mediated_decay	1277	tsl5	False
ENSMUSG00000040785	Ttc3	ENSMUST00000119131	protein_coding	3781	tsl1 (assigned to previous version 1)	False
ENSMUSG00000047989	Ino80c	ENSMUST00000141489	protein_coding	2207	tsl1	True
ENSMUSG00000029670	Ing3	ENSMUST00000149728	protein_coding	399	tsl2	False
ENSMUSG00000054988	Agtr1b	ENSMUST00000163776	protein_coding	1633	tsl5	False
ENSMUSG00000044080	S100a1	ENSMUST00000060738	protein_coding	677	tsl1	True
ENSMUSG00000040785	Ttc3	ENSMUST00000151192	processed_transcript	410	tsl3	False
ENSMUSG00000053477	Tcf4	ENSMUST00000202937	protein_coding	2103	tsl5	False
ENSMUSG00000029670	Ing3	ENSMUST00000141689	retained_intron	667	tsl3	False
ENSMUSG00000047989	Ino80c	ENSMUST00000055012	protein_coding	909	tsl5	False
ENSMUSG00000110794	4930401A07Rik	ENSMUST00000216155	lincRNA	360	tsl2	False
ENSMUSG00000040785	Ttc3	ENSMUST00000145883	protein_coding	599	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000200813	protein_coding	582	tsl5	False
ENSMUSG00000101368	Gm28290	ENSMUST00000186505	unprocessed_pseudogene	614	tslNA	False
ENSMUSG00000040785	Ttc3	ENSMUST00000232395	protein_coding	8007		False
ENSMUSG00000047989	Ino80c	ENSMUST00000125169	protein_coding	756	tsl3	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000145312	processed_transcript	5391	tsl2	False
ENSMUSG00000048924	Ccdc125	ENSMUST00000170347	protein_coding	1216	tsl1 (assigned to previous version 2)	False
ENSMUSG00000110794	4930401A07Rik	ENSMUST00000214657	lincRNA	746	tsl1	True
ENSMUSG00000099682	Gm28292	ENSMUST00000186593	unprocessed_pseudogene	697	tslNA	False
ENSMUSG00000040785	Ttc3	ENSMUST00000232660	protein_coding	8298		False
ENSMUSG00000006262	Mob1b	ENSMUST00000155298	retained_intron	6258	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000202350	protein_coding	809	tsl5	False
ENSMUSG00000111604	Gm18043	ENSMUST00000216741	processed_pseudogene	739	tslNA	False
ENSMUSG00000044080	S100a1	ENSMUST00000107340	protein_coding	577	tsl2	False
ENSMUSG00000103573	Gm18426	ENSMUST00000191874	processed_pseudogene	973	tslNA	False
ENSMUSG00000111759	Gm4800	ENSMUST00000215776	processed_pseudogene	1266	tslNA	False
ENSMUSG00000106442	Gm42594	ENSMUST00000199511	TEC	246	tslNA	False
ENSMUSG00000053477	Tcf4	ENSMUST00000202477	protein_coding	1873	tsl5	False
ENSMUSG00000111121	Gm3523	ENSMUST00000215344	processed_pseudogene	280	tslNA	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111691	protein_coding	5380	tsl1	True
ENSMUSG00000111470	Gm31822	ENSMUST00000216096	lincRNA	2572	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000200862	protein_coding	1462	tsl5	False
ENSMUSG00000053477	Tcf4	ENSMUST00000126946	retained_intron	2822	tslNA	False
ENSMUSG00000053477	Tcf4	ENSMUST00000125154	processed_transcript	332	tsl3	False
ENSMUSG00000048924	Ccdc125	ENSMUST00000057325	protein_coding	2413	tsl1 (assigned to previous version 13)	False
ENSMUSG00000053477	Tcf4	ENSMUST00000202057	protein_coding	1941	tsl5	False
ENSMUSG00000051238	Swsap1	ENSMUST00000053583	protein_coding	1838	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000201627	protein_coding	881	tsl5	False
ENSMUSG00000005950	P2rx5	ENSMUST00000006104	protein_coding	2395	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000201747	retained_intron	665	tsl3	False
ENSMUSG00000053477	Tcf4	ENSMUST00000209174	protein_coding	600	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000141151	processed_transcript	823	tsl2	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000150940	processed_transcript	810	tsl3	False
ENSMUSG00000005950	P2rx5	ENSMUST00000135202	protein_coding	1004	tsl5	False
ENSMUSG00000045903	Npas4	ENSMUST00000237172	retained_intron	3791		False
ENSMUSG00000005950	P2rx5	ENSMUST00000136894	protein_coding	1076	tsl5	False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000131926	processed_transcript	676	tsl3	False
ENSMUSG00000040785	Ttc3	ENSMUST00000231915	nonsense_mediated_decay	5833		False
ENSMUSG00000034101	Ctnnd1	ENSMUST00000126092	processed_transcript	406	tsl3	False
ENSMUSG00000090808	Gm1758	ENSMUST00000164528	unprocessed_pseudogene	600	tsl5 (assigned to previous version 2)	False
ENSMUSG00000055866	Per2	ENSMUST00000069620	protein_coding	5833	tsl1	True
ENSMUSG00000034101	Ctnnd1	ENSMUST00000149317	processed_transcript	467	tsl3	False
ENSMUSG00000053477	Tcf4	ENSMUST00000201045	processed_transcript	782	tsl5 (assigned to previous version 3)	False
ENSMUSG00000040785	Ttc3	ENSMUST00000231850	nonsense_mediated_decay	741		False
ENSMUSG00000053477	Tcf4	ENSMUST00000136151	processed_transcript	448	tsl3	False
ENSMUSG00000040785	Ttc3	ENSMUST00000141176	protein_coding	627	tsl3	False
ENSMUSG00000055866	Per2	ENSMUST00000185298	processed_transcript	231	tsl5	False
ENSMUSG00000090236	Car15	ENSMUST00000118960	protein_coding	1283	tsl1	True
ENSMUSG00000034101	Ctnnd1	ENSMUST00000111670	protein_coding	5047	tsl1	True
ENSMUSG00000053477	Tcf4	ENSMUST00000114978	protein_coding	2437	tsl1	True
ENSMUSG00000040785	Ttc3	ENSMUST00000139607	retained_intron	4212	tsl1	True
