Target_genes	Elf4|Average	SRX2242847|Macrophages	SRX2242848|Macrophages	SRX2242849|Macrophages	SRX2242850|Macrophages	STRING
Cul3	637.250000	711	0	1063	775	0
Dexi	637.000000	807	145	1049	547	0
Clec16a	637.000000	807	145	1049	547	0
Zfp607a	636.750000	588	0	1225	734	0
Kat7	636.750000	593	173	944	837	0
Gas2	636.750000	1052	0	897	598	0
Tbp	636.500000	984	218	789	555	0
Psmb1	636.500000	984	218	789	555	0
Mis18a	636.500000	942	196	1031	377	0
Trip11	635.500000	678	153	1020	691	0
Rnf38	635.500000	1127	254	772	389	0
Zbtb26	635.250000	902	202	1155	282	0
Rabgap1	635.250000	902	202	1155	282	0
Inpp5k	634.750000	986	247	775	531	0
Ampd3	634.750000	812	0	1085	642	0
Tmem106a	634.250000	1060	0	806	671	0
Pabpc1	634.250000	1813	316	408	0	0
Myo9b	634.250000	1278	307	682	270	0
Haus8	634.250000	1278	307	682	270	0
Synj2bp	633.500000	564	0	1222	748	0
Pick1	633.500000	1096	170	897	371	0
Gm20498	633.500000	564	0	1222	748	0
Aak1	633.500000	639	191	927	777	0
Alg8	633.000000	902	0	976	654	0
Rps11	632.750000	757	0	1153	621	0
Rpl13a	632.750000	757	0	1153	621	0
Phtf1	632.500000	2025	343	162	0	0
Tfcp2	632.250000	705	111	1140	573	0
Kctd5	632.000000	534	204	1034	756	0
Ap1s1	632.000000	833	123	1071	501	0
Stk24	631.500000	788	0	1320	418	0
Zfp935	630.750000	606	0	1107	810	0
Pot1a	630.500000	669	0	1180	673	0
Vps25	630.000000	689	0	1128	703	0
Kif3b	630.000000	1334	265	662	259	0
Txn2	629.750000	812	130	1011	566	0
Slc25a28	629.000000	978	0	994	544	0
Wdr11	628.750000	1020	180	1099	216	0
Supt16	628.500000	948	430	909	227	0
Lig3	628.500000	892	0	1233	389	0
Cd276	628.500000	795	0	1302	417	0
Mvd	628.000000	873	0	1013	626	0
Abl1	628.000000	768	0	1193	551	0
Sntb2	627.750000	1369	328	814	0	0
Ostm1	627.750000	1773	450	183	105	0
Wdfy4	627.500000	576	0	1088	846	0
Tufm	627.500000	700	166	1103	541	0
Ppp1r15a	627.250000	860	0	950	699	0
Plekha4	627.250000	860	0	950	699	0
Katna1	627.250000	1624	285	600	0	0
9930111J21Rik2	626.750000	757	0	1174	576	0
9930111J21Rik1	626.750000	757	0	1174	576	0
Shld1	626.500000	748	0	950	808	0
Pus1	626.500000	1186	306	680	334	0
Slc25a3	626.000000	868	0	1157	479	0
Gde1	625.500000	418	0	865	1219	0
Snx20	625.250000	759	0	1117	625	0
Mks1	625.250000	1023	0	1068	410	0
Mfsd9	625.000000	946	109	946	499	0
Tmbim6	624.750000	674	0	1176	649	0
Pwp2	624.750000	668	134	1014	683	0
Iqce	624.750000	1118	187	884	310	0
Brat1	624.750000	1118	187	884	310	0
Mrpl1	624.500000	614	0	1004	880	0
Naa50	624.000000	699	0	1070	727	0
Atp6v1a	624.000000	699	0	1070	727	0
Upf2	623.750000	758	0	1050	687	0
Sema4c	623.750000	758	0	1082	655	0
Sec61g	623.500000	710	0	972	812	0
Eif3c	623.500000	959	368	632	535	0
Med20	623.250000	505	113	1021	854	0
Gm20517	623.250000	505	113	1021	854	0
Bysl	623.250000	505	113	1021	854	0
Rab27a	623.000000	870	0	1065	557	0
Pigbos1	623.000000	870	0	1065	557	0
Pigb	623.000000	870	0	1065	557	0
Abhd18	623.000000	1390	325	777	0	0
Fam104a	622.000000	1581	228	483	196	0
D11Wsu47e	622.000000	1581	228	483	196	0
Polr2h	621.750000	997	310	869	311	0
Kmt5c	621.750000	631	0	1308	548	0
Csnk2a1	621.750000	1502	203	454	328	0
Clcn2	621.750000	997	310	869	311	0
Ddx17	621.500000	610	0	1083	793	0
Spag1	621.250000	548	232	989	716	0
Rbm15	621.250000	597	0	1229	659	0
Nop53	621.000000	1524	261	493	206	0
Car9	620.000000	754	0	984	742	0
Arhgef39	620.000000	754	0	984	742	0
Ptk2	619.750000	427	0	1137	915	0
Atp7b	619.750000	845	167	928	539	0
Alg11	619.750000	845	167	928	539	0
Rasal3	619.500000	828	0	967	683	0
Septin7	619.250000	1581	322	293	281	0
Ube3c	619.000000	1402	173	495	406	0
Invs	619.000000	843	203	905	525	0
Fam185a	619.000000	569	0	1150	757	0
Erp44	619.000000	843	203	905	525	0
E2f8	619.000000	680	0	1051	745	0
Ccdc146	619.000000	569	0	1150	757	0
Rfc2	618.750000	1101	0	913	461	0
Krt80	618.500000	791	0	1101	582	0
Phf14	618.250000	849	208	1121	295	0
Ckap2l	618.250000	709	0	1073	691	0
Eml6	618.000000	794	153	990	535	0
Dennd2c	617.750000	644	0	1232	595	0
Fam76a	617.500000	1421	231	818	0	0
5430403G16Rik	617.000000	609	0	1167	692	0
Sike1	616.500000	1075	0	983	408	0
Max	616.500000	512	0	1050	904	0
Lsm2	616.500000	1184	224	622	436	0
Pycard	616.250000	750	0	997	718	0
Fkbp2	616.000000	755	132	945	632	0
Hk3	615.750000	691	0	774	998	0
Arhgef7	615.750000	1702	451	310	0	0
Tomm70a	615.500000	811	142	1024	485	0
Spi1	615.500000	833	0	937	692	0
Gm10130	614.750000	782	0	1048	629	0
Ncf2	614.250000	657	160	1037	603	0
Slc25a20	614.000000	859	0	890	707	0
Nop14	614.000000	839	0	1074	543	0
Grk4	614.000000	839	0	1074	543	0
Aco1	614.000000	624	84	1065	683	0
Med27	613.500000	701	0	1116	637	0
Dnaja3	613.500000	856	0	951	647	0
Coro7	613.500000	856	0	951	647	0
2010315B03Rik	613.500000	712	0	1125	617	0
Phrf1	613.250000	1203	256	710	284	0
Zfp523	613.000000	745	0	980	727	0
Strn4	613.000000	828	0	1057	567	0
Nudt18	613.000000	940	0	852	660	0
Inpp5d	613.000000	712	0	1180	560	0
Fkrp	613.000000	828	0	1057	567	0
Cln3	613.000000	635	203	1074	540	0
Apobr	613.000000	635	203	1074	540	0
Wrnip1	612.500000	493	0	1216	741	0
Trex1	612.000000	696	0	982	770	0
Shisa5	612.000000	696	0	982	770	0
Stip1	611.750000	671	0	1201	575	0
Cd300e	611.750000	666	0	1041	740	0
Ddx27	611.500000	1753	462	231	0	0
Urb1	611.000000	887	191	1031	335	0
Gtf2f2	610.750000	721	0	995	727	0
Ciz1	610.750000	702	0	1058	683	0
Srd5a1	610.250000	1166	114	794	367	0
Sema6b	610.250000	645	0	1043	753	0
Pnn	610.250000	1324	173	730	214	0
Nsun2	610.250000	1166	114	794	367	0
Ndufb7	610.250000	800	183	984	474	0
Kdm4d	610.000000	568	0	1065	807	0
Cwc15	610.000000	568	0	1065	807	0
Aspm	609.750000	665	0	1016	758	0
U2surp	609.250000	1582	349	328	178	0
Sbf2	609.250000	695	0	926	816	0
Pdp2	609.250000	828	0	1045	564	0
Ctsd	609.250000	1219	238	980	0	0
Fmn1	609.000000	709	0	1004	723	0
Zfp607b	608.750000	521	126	964	824	0
Neil1	608.750000	592	0	1178	665	0
Polrmt	608.500000	1388	267	420	359	0
Gm5431	608.250000	823	0	1006	604	0
Tpm3	608.000000	1079	165	965	223	0
Atp6v1h	608.000000	1002	0	1016	414	0
Vps37c	607.750000	1764	530	137	0	0
Sart3	607.500000	702	164	841	723	0
Med31	607.500000	656	164	891	719	0
Iscu	607.500000	702	164	841	723	0
4930563E22Rik	607.500000	656	164	891	719	0
Zfp94	607.000000	549	0	1080	799	0
Zfp954	606.500000	657	0	1033	736	0
Ppp2r1a	606.500000	1194	163	664	405	0
Becn1	606.500000	1204	221	689	312	0
Snrnp48	606.000000	1435	310	434	245	0
Mcm10	606.000000	549	0	1114	761	0
LOC114841036	605.750000	755	132	904	632	0
Arg1	605.000000	673	0	1122	625	0
Gm20939	604.750000	638	0	1116	665	0
Cog3	604.750000	1172	0	759	488	0
Zfp934	604.500000	686	0	1085	647	0
Hspa8	604.500000	1124	239	559	496	0
Fbxo7	604.500000	1026	0	925	467	0
Nufip2	604.250000	480	0	1207	730	0
Ufsp2	604.000000	645	0	1094	677	0
1700029J07Rik	604.000000	645	0	1094	677	0
Rnf115	603.750000	712	0	1045	658	0
Polr3c	603.750000	712	0	1045	658	0
Map2k2	603.750000	618	0	1284	513	0
Trabd	603.500000	727	0	1219	468	0
Zfp444	603.250000	512	0	1244	657	0
Tfec	602.750000	632	0	878	901	0
Arpc2	602.500000	1174	253	621	362	0
Araf	602.000000	501	0	1125	782	0
Fbxw11	601.000000	771	0	1053	580	0
Cd53	601.000000	570	0	872	962	0
Samm50	600.250000	899	0	881	621	0
Rpl34-ps1	600.250000	983	203	962	253	0
Rpl34	600.250000	983	203	962	253	0
Kif22	600.250000	536	0	1095	770	0
Galnt11	600.250000	857	0	945	599	0
Plin3	600.000000	745	172	1036	447	0
Ost4	599.750000	981	244	669	505	0
Lsm8	599.750000	1395	131	873	0	0
Pwwp2a	599.500000	702	0	1264	432	0
Cep97	599.500000	838	0	1011	549	0
Smim11	599.250000	669	0	951	777	0
Nup54	598.750000	741	0	1021	633	0
Exo1	598.500000	547	0	939	908	0
Ppm1g	597.750000	1342	285	340	424	0
Morc2a	597.000000	1176	284	928	0	0
Pde4a	596.750000	789	125	849	624	0
Lztr1	596.500000	816	0	899	671	0
Ddx39a	596.000000	1307	181	571	325	0
Sbno1	595.000000	759	149	785	687	0
Gnai2	595.000000	1235	350	569	226	0
Csnk1g2	595.000000	409	0	1125	846	0
Hscb	594.750000	652	0	1090	637	0
Fam110a	594.750000	1028	0	1011	340	0
Chek2	594.750000	652	0	1090	637	0
Map7d1	594.500000	774	0	861	743	0
Tmc8	593.000000	933	0	951	488	0
Tmc6	593.000000	933	0	951	488	0
Nckap1l	593.000000	582	0	1172	618	0
Akap11	593.000000	1003	0	1025	344	0
Rgl1	592.750000	517	0	1238	616	0
Rab1a	592.750000	1379	147	421	424	0
Fam98a	592.750000	865	238	901	367	0
Arpc5	592.750000	517	0	1238	616	0
Vps51	591.750000	829	269	748	521	0
4930453N24Rik	591.750000	1115	187	586	479	0
Wdr53	591.500000	968	0	891	507	0
Fbxo45	591.500000	968	0	891	507	0
Tmco4	591.250000	1089	301	725	250	0
Ccng2	591.250000	612	0	1104	649	0
Sart1	591.000000	1037	276	563	488	0
Rpusd4	590.500000	775	0	1082	505	0
Fam118b	590.500000	775	0	1082	505	0
Clec4a1	590.250000	543	0	1038	780	0
Zfp40	589.750000	594	0	1053	712	0
Unc93b1	589.500000	793	0	962	603	0
Arfgap1	589.500000	1421	0	671	266	0
Aldh3b1	589.500000	793	0	962	603	0
Nras	589.250000	1078	280	624	375	0
Pik3cd	588.750000	635	0	952	768	0
Ddx39b	588.500000	1761	308	285	0	0
Rhbdd1	587.500000	918	161	754	517	0
Bcl2l12	587.500000	918	0	882	550	0
Slc35a4	587.250000	623	173	820	733	0
Apbb3	587.250000	623	173	820	733	0
A930007A09Rik	586.250000	892	0	1049	404	0
Man1b1	586.000000	645	205	972	522	0
Tent2	585.500000	1527	190	625	0	0
Mtif3	585.250000	695	0	962	684	0
Larp4	585.250000	584	0	1185	572	0
Rabgef1	585.000000	565	0	969	806	0
Commd8	585.000000	696	0	1036	608	0
Ubox5	584.250000	871	0	933	533	0
Fastkd5	584.250000	871	0	933	533	0
Eif5	584.250000	812	180	982	363	0
Commd7	584.250000	930	113	748	546	0
Gm5141	584.000000	556	0	1187	593	0
Idnk	583.750000	1521	133	534	147	0
Rps3a1	583.500000	1652	263	419	0	0
Ubr7	583.250000	1260	314	759	0	0
Gon7	583.250000	1260	314	759	0	0
Gm20604	583.250000	1260	314	759	0	0
C130050O18Rik	583.250000	569	0	1190	574	0
Pih1d1	583.000000	1428	214	440	250	0
Dnajb6	583.000000	844	175	725	588	0
Aldh16a1	583.000000	1428	214	440	250	0
Dhx16	582.750000	961	179	650	541	0
C1qb	582.750000	728	0	970	633	0
Tcf12	582.500000	775	0	966	589	0
Ssr4	582.500000	775	134	1009	412	0
Pold4	582.500000	622	0	1245	463	0
Myl6	582.500000	1029	199	734	368	0
Idh3g	582.500000	775	134	1009	412	0
Msra	582.000000	879	236	847	366	0
Hnrnpr	581.500000	1888	151	287	0	0
Msto1	581.000000	821	0	786	717	0
Siglec1	580.750000	770	0	974	579	0
Osgin1	580.750000	636	0	1020	667	0
N4bp2l2	580.750000	648	0	933	742	0
Mrps14	580.500000	694	169	1073	386	0
Med10	580.500000	1643	357	322	0	0
Ywhab	580.250000	837	0	1114	370	0
Tnfrsf1a	580.250000	590	0	849	882	0
Malsu1	580.250000	1064	184	733	340	0
Csf2rb	580.250000	707	0	1061	553	0
Ppp1r14b	579.750000	755	0	945	619	0
Grb2	579.750000	618	0	1134	567	0
Abraxas2	579.500000	624	0	1064	630	0
Zfyve1	579.250000	988	171	1013	145	0
Cstad	579.250000	559	0	999	759	0
Tbc1d14	579.000000	948	212	942	214	0
Slc25a19	579.000000	653	138	933	592	0
Parpbp	578.750000	1149	201	965	0	0
Nup37	578.750000	1149	201	965	0	0
Cd300a	578.750000	857	0	950	508	0
Cyp4f16	578.500000	713	0	1098	503	0
Dnaaf4	578.250000	755	0	1036	522	0
Sfxn5	577.750000	537	0	1042	732	0
Gbp7	577.750000	391	0	882	1038	0
Bcas3	577.750000	690	0	848	773	0
Tbc1d1	576.500000	537	0	898	871	0
Arhgap15	576.250000	928	0	931	446	0
Stk38	576.000000	642	0	973	689	0
Nudt15	576.000000	760	0	1058	486	0
Mmachc	576.000000	672	0	1023	609	0
Ccdc163	576.000000	672	0	1023	609	0
Zfp658	575.750000	626	0	1101	576	0
Rdh14	575.500000	789	0	1079	434	0
Hlcs	575.500000	1248	161	631	262	0
Cct4	575.500000	1349	203	497	253	0
Nudt8	575.250000	598	157	879	667	0
Laptm5	575.250000	704	0	986	611	0
Doc2g	575.250000	598	157	879	667	0
Mfsd1	574.750000	704	0	1048	547	0
Dars	574.750000	1117	0	728	454	0
Icam1	574.250000	722	198	653	724	0
Tusc3	574.000000	1017	0	911	368	0
Tmem160	574.000000	614	0	953	729	0
Plcb3	574.000000	732	0	945	619	0
Adipor2	574.000000	899	0	786	611	0
Zc3h12a	573.500000	696	150	640	808	0
Recql	573.500000	1759	256	279	0	0
Golt1b	573.500000	1759	256	279	0	0
Tomm7	573.000000	773	167	899	453	0
Sh3bgrl	573.000000	548	0	1116	628	0
Nbn	572.500000	1642	259	389	0	0
Mmd	572.500000	687	0	1039	564	0
Med1	572.500000	825	0	1147	318	0
Pdpk1	572.250000	1828	232	229	0	0
Tial1	572.000000	606	131	1023	528	0
Epg5	572.000000	1017	162	698	411	0
Ccni	571.250000	393	0	1110	782	0
2010109A12Rik	571.250000	393	0	1110	782	0
Sh2b1	570.000000	638	0	1236	406	0
Glrx5	570.000000	1313	219	748	0	0
Tmem177	569.000000	862	0	934	480	0
Prkch	569.000000	1521	219	536	0	0
Cenpe	568.750000	580	0	1042	653	0
Coro1a	568.500000	757	0	1009	508	0
Tnfaip1	568.250000	521	248	801	703	0
Rps24	568.250000	581	0	849	843	0
Polr3a	568.250000	581	0	849	843	0
Ift20	568.250000	521	248	801	703	0
Ythdf3	568.000000	905	194	591	582	0
Zdhhc13	567.250000	1344	216	412	297	0
Cit	567.250000	624	0	1055	590	0
Sugt1	566.750000	1006	128	669	464	0
Ppp1r7	566.750000	996	0	804	467	0
Pask	566.750000	996	0	804	467	0
Fbxo22	566.750000	1418	221	404	224	0
Snip1	566.500000	1196	382	688	0	0
Mafk	566.500000	1534	407	184	141	0
Dnali1	566.500000	1196	382	688	0	0
Gle1	566.250000	1765	341	159	0	0
Tmem30a	565.750000	1166	252	643	202	0
Gm32856	565.500000	560	0	1002	700	0
Prr3	565.250000	1566	227	468	0	0
Gnl1	565.250000	1566	227	468	0	0
Wdr59	565.000000	509	0	1191	560	0
Psen2	565.000000	1096	131	771	262	0
Malt1	565.000000	705	128	953	474	0
Khsrp	564.750000	551	0	1055	653	0
Prodh	563.750000	845	0	1084	326	0
Prkcsh	563.750000	535	0	891	829	0
Ccdc151	563.750000	535	0	891	829	0
Usp2	562.750000	682	166	1174	229	0
Rassf1	562.750000	452	0	1083	716	0
Irf2bp1	562.750000	694	0	888	669	0
Atxn2l	562.750000	1330	274	647	0	0
Stat5b	561.500000	732	0	1011	503	0
Ankrd42	561.250000	778	0	931	536	0
Git2	561.000000	1244	186	485	329	0
Ankrd13a	561.000000	1244	186	485	329	0
Zfp821	560.750000	1095	113	611	424	0
Syngr2	560.750000	607	101	767	768	0
Ist1	560.750000	1095	113	611	424	0
Uqcrh	560.000000	602	0	922	716	0
Rnf13	560.000000	733	133	822	552	0
Lrrc41	560.000000	602	0	922	716	0
Ift57	560.000000	679	0	921	640	0
Ifit2	560.000000	832	0	865	543	0
Timm22	559.750000	566	0	995	678	0
Tbcb	559.750000	641	0	1071	527	0
Ppif	559.750000	1060	131	618	430	0
Polr2i	559.750000	641	0	1071	527	0
Ovol3	559.750000	641	0	1071	527	0
Zfp623	558.750000	1186	179	585	285	0
Rad54b	558.750000	898	0	865	472	0
Lrrc70	558.750000	669	0	1291	275	0
Tmem249	558.500000	1220	144	870	0	0
Slc52a2	558.500000	1220	144	870	0	0
Samhd1	558.500000	732	0	767	735	0
Fbxl6	558.500000	1220	144	870	0	0
Wdr12	558.250000	534	0	963	736	0
Cpeb4	558.250000	1907	326	0	0	0
Chd8	558.250000	1689	379	165	0	0
Carf	558.250000	534	0	963	736	0
Pag1	558.000000	676	0	961	595	0
Ubxn11	557.750000	726	0	916	589	0
Mre11a	557.750000	1125	120	747	239	0
Ankrd49	557.750000	1125	120	747	239	0
Cops7a	557.250000	1522	456	251	0	0
Mef2a	557.000000	835	0	1028	365	0
Exosc3	557.000000	858	0	897	473	0
Cdc25a	557.000000	602	0	992	634	0
Psd4	556.500000	613	0	724	889	0
Zfp808	556.250000	616	0	1025	584	0
Tmed3	556.000000	1609	310	305	0	0
Skiv2l	554.750000	1743	234	242	0	0
Nelfe	554.750000	1743	234	242	0	0
Slc35f5	554.250000	1116	0	840	261	0
Pofut2	554.250000	1664	553	0	0	0
Gpaa1	554.250000	390	0	1111	716	0
Exosc4	554.250000	390	0	1111	716	0
Dhx58	553.750000	580	0	985	650	0
Tmcc2	553.500000	867	0	889	458	0
Tcea1	553.500000	715	0	977	522	0
Slfn2	552.750000	724	0	873	614	0
Arpc3	552.500000	846	0	804	560	0
Cd300ld3	552.250000	803	0	967	439	0
Cep85	552.000000	628	77	1097	406	0
Wdr74	551.750000	626	0	878	703	0
Dap	551.750000	351	0	718	1138	0
Dnajc13	550.750000	1680	317	0	206	0
Krt10	550.000000	1487	152	393	168	0
Setmar	549.750000	532	0	988	679	0
Lrriq3	549.500000	631	0	964	603	0
Fpgt	549.500000	631	0	964	603	0
Pcna	549.250000	794	151	905	347	0
Ndufs2	549.250000	738	129	884	446	0
Lamtor5	549.250000	996	159	828	214	0
Jund	549.250000	543	0	623	1031	0
Adamts4	549.250000	738	129	884	446	0
Atad2	549.000000	892	130	849	325	0
Prpf40a	548.750000	516	0	925	754	0
Cttnbp2nl	548.750000	610	0	935	650	0
Arl6ip6	548.750000	516	0	925	754	0
Iffo2	548.500000	663	0	1006	525	0
Fam78a	548.500000	701	0	958	535	0
Cars	548.500000	619	161	947	467	0
Stambp	548.250000	897	0	858	438	0
Rasa3	548.250000	689	0	919	585	0
Ppp1r21	548.250000	1462	303	278	150	0
Cyp27a1	548.250000	777	0	987	429	0
Zfp959	548.000000	1028	241	676	247	0
Tpx2	548.000000	525	0	739	928	0
Eapp	548.000000	827	146	761	458	0
Vegfb	547.750000	653	0	993	545	0
Trpt1	547.750000	653	0	993	545	0
Nudt22	547.750000	653	0	993	545	0
H1f2	547.750000	599	0	907	685	0
Dnajc4	547.750000	653	0	993	545	0
Sat1	547.500000	880	0	831	479	0
Mknk1	547.500000	1291	268	631	0	0
Wdr34	547.250000	778	116	926	369	0
Slc9a9	547.250000	865	0	1117	207	0
Slc26a11	547.000000	558	134	939	557	0
Sgsh	547.000000	558	134	939	557	0
Tagln2	546.750000	759	0	949	479	0
Tbc1d9b	546.500000	470	0	895	821	0
Rpl14	546.250000	699	0	938	548	0
Krcc1	546.250000	722	0	812	651	0
Cldn12	546.250000	871	0	1030	284	0
Limk2	545.750000	707	0	1053	423	0
Ccp110	545.750000	771	0	798	614	0
Stat1	545.250000	1322	167	692	0	0
Sp100	545.250000	374	0	565	1242	0
Slc22a18	545.250000	769	0	1138	274	0
Itprip	545.000000	609	106	967	498	0
Eif4e3	545.000000	712	0	1092	376	0
Eif3m	545.000000	839	222	736	383	0
Bex6	545.000000	643	81	986	470	0
Stk36	544.750000	422	134	1017	606	0
Snx30	544.750000	525	0	1054	600	0
Rnf25	544.750000	422	134	1017	606	0
Ttc38	544.500000	495	0	1181	502	0
Gapt	544.500000	534	0	1246	398	0
Ppp4r1	544.250000	576	0	1084	517	0
G3bp2	543.750000	1412	317	446	0	0
Sphk2	542.750000	788	180	796	407	0
Rpl18	542.750000	788	180	796	407	0
Fam83e	542.750000	788	180	796	407	0
Abcb9	542.500000	900	125	890	255	0
Skp2	542.250000	745	0	893	531	0
Lmbrd2	542.250000	745	0	893	531	0
H2-T-ps	542.250000	617	0	1009	543	0
Dhx37	542.250000	1004	174	749	242	0
Alg13	542.000000	639	0	990	539	0
Timm9	541.250000	321	0	1094	750	0
2700049A03Rik	541.250000	321	0	1094	750	0
Tmem211	540.750000	682	0	1070	411	0
Shtn1	540.750000	731	0	848	584	0
Cfap126	540.750000	665	0	849	649	0
Cdk5rap3	540.750000	689	107	893	474	0
2900026A02Rik	540.750000	682	0	1070	411	0
Mysm1	540.500000	1445	357	360	0	0
Mrpl40	540.250000	1630	281	250	0	0
Hira	540.250000	1630	281	250	0	0
Tusc2	539.250000	1147	221	521	268	0
Tgfb3	538.750000	753	0	816	586	0
Pnp	538.750000	355	0	831	969	0
Ift43	538.750000	753	0	816	586	0
Capn2	538.750000	706	0	1014	435	0
Cd36	538.500000	533	0	820	801	0
Asxl2	538.250000	1186	181	464	322	0
Trpv2	538.000000	694	0	844	614	0
Zfp738	537.250000	431	0	1044	674	0
Taf1c	537.250000	495	0	909	745	0
Dnaja2	537.000000	456	0	713	979	0
Gm46430	536.750000	493	0	929	725	0
Stat2	536.250000	680	0	851	614	0
Apof	536.250000	680	0	851	614	0
Api5	536.000000	571	0	985	588	0
Steap3	535.250000	691	0	1108	342	0
Sptlc2	535.250000	1176	143	539	283	0
Pemt	535.000000	669	0	970	501	0
Rad51ap1	534.750000	630	0	990	519	0
Epc1	534.750000	815	0	896	428	0
D6Wsu163e	534.750000	630	0	990	519	0
Opa1	534.250000	891	117	669	460	0
Cox20	534.000000	893	125	772	346	0
Capn7	534.000000	1038	0	683	415	0
Ddx5	533.750000	886	152	1097	0	0
Cep95	533.750000	886	152	1097	0	0
Rb1cc1	533.500000	1468	205	461	0	0
Kif2a	533.500000	854	0	1054	226	0
Exoc3	533.500000	967	0	816	351	0
Usp36	532.750000	990	195	946	0	0
Ttc33	532.750000	493	0	825	813	0
Strada	532.750000	774	137	741	479	0
Kat6b	532.500000	624	0	1029	477	0
Tmem171	532.250000	542	0	835	752	0
Itga9	532.000000	701	0	1092	335	0
Zdhhc12	531.750000	1345	345	437	0	0
Myo18a	531.750000	704	0	1010	413	0
Myl6b	531.250000	1029	199	569	328	0
Edc3	531.250000	1475	270	380	0	0
Cdk18	531.250000	669	0	1055	401	0
Trmo	531.000000	1212	138	622	152	0
Was	530.750000	613	0	924	586	0
Tfam	530.750000	714	0	650	759	0
Polr2k	530.750000	397	232	932	562	0
Mrps33	530.750000	1350	332	441	0	0
Mmgt1	530.750000	919	125	951	128	0
Swsap1	529.750000	757	0	922	440	0
Capg	529.750000	583	0	916	620	0
Ank1	529.750000	795	0	921	403	0
Rnf20	529.500000	753	0	858	507	0
Pi4k2a	529.250000	600	0	1065	452	0
Morn4	529.250000	600	0	1065	452	0
Limd1	529.250000	745	0	1020	352	0
Dgkz	529.250000	718	0	1103	296	0
Diaph3	529.000000	1006	0	827	283	0
Kif2c	528.750000	519	0	807	789	0
Cst7	528.750000	551	0	844	720	0
Zfp324	528.500000	614	0	1070	430	0
Hipk1	528.500000	982	0	877	255	0
Tbc1d2	528.250000	1774	339	0	0	0
Pik3r4	528.250000	799	0	912	402	0
Rassf5	527.500000	503	0	1012	595	0
Pmel	527.500000	1162	235	504	209	0
Cdk2	527.500000	1162	235	504	209	0
Polr3gl	527.250000	667	0	909	533	0
Ccn2	527.250000	574	0	903	632	0
Ankrd34a	527.250000	667	0	909	533	0
Diaph1	527.000000	1765	343	0	0	0
Wdr76	526.750000	686	0	922	499	0
Serp1	526.750000	1237	179	510	181	0
Mfap1a	526.750000	686	0	922	499	0
Eif2a	526.750000	1237	179	510	181	0
Mknk2	526.250000	830	128	959	188	0
Fuca1	526.250000	646	0	838	621	0
Fmnl1	526.000000	681	0	903	520	0
Parp14	525.750000	559	0	784	760	0
Exd2	525.750000	872	0	829	402	0
Rbks	525.500000	456	0	939	707	0
Pik3r1	525.500000	429	0	1009	664	0
Otor	525.500000	580	0	967	555	0
Csf2rb2	525.500000	742	0	855	505	0
Babam2	525.500000	456	0	939	707	0
Thoc2	525.250000	845	0	771	485	0
Tcof1	525.250000	880	149	747	325	0
Atr	525.250000	1242	183	400	276	0
1700065D16Rik	525.250000	1242	183	400	276	0
Junb	525.000000	1196	0	581	323	0
Ahctf1	525.000000	594	0	982	524	0
Cltc	524.750000	1052	0	766	281	0
Nr1d2	524.500000	531	0	942	625	0
Asf1b	524.500000	516	0	1157	425	0
Sowahc	524.250000	1802	295	0	0	0
Septin10	524.250000	1802	295	0	0	0
Parvb	524.250000	430	0	898	769	0
Mettl4	524.250000	814	212	882	189	0
Cep295	524.250000	1114	136	562	285	0
Clasp1	523.750000	461	0	759	875	0
Smarca2	523.250000	676	151	836	430	0
Hsd17b11	523.250000	611	91	1035	356	0
Brwd3	523.250000	575	0	729	789	0
Id3	523.000000	695	0	974	423	0
Csf2ra	522.750000	898	0	899	294	0
Smim26	522.500000	471	0	1047	572	0
Pafah1b2	522.500000	804	0	796	490	0
Cbfa2t2	522.250000	1411	271	407	0	0
Arrb2	522.250000	545	0	952	592	0
Tnnt1	521.750000	612	0	1140	335	0
Tnni3	521.750000	612	0	1140	335	0
Bckdhb	521.500000	784	0	919	383	0
Myg1	521.250000	513	0	812	760	0
Mettl8	520.750000	1189	356	538	0	0
Dcaf17	520.750000	1189	356	538	0	0
Pot1b	520.250000	495	0	926	660	0
Tpgs1	520.000000	859	0	695	526	0
Grk6	520.000000	643	0	919	518	0
Scaf1	519.500000	503	0	942	633	0
Rras	519.500000	503	0	942	633	0
Sft2d2	519.250000	1049	0	684	344	0
Rrm1	519.250000	362	0	1104	611	0
Mapk8ip3	519.250000	1349	113	460	155	0
Oser1	518.750000	830	173	808	264	0
Tmf1	518.500000	644	0	1070	360	0
Akap10	518.500000	867	181	615	411	0
Zfp54	518.000000	715	0	827	530	0
Rbm5	517.750000	622	0	1026	423	0
Fam122c	517.750000	550	0	872	649	0
Fam122b	517.750000	550	0	872	649	0
Mettl21a	517.500000	766	0	865	439	0
Slc12a6	517.250000	558	0	809	702	0
Xdh	517.000000	636	0	698	734	0
Psmc3	516.750000	1133	272	400	262	0
Cdk9	516.750000	500	0	867	700	0
Rp9	516.500000	1569	141	356	0	0
Cox7a1	516.500000	674	0	962	430	0
Hexa	516.000000	599	0	1053	412	0
Irgq	515.500000	388	0	991	683	0
Cwf19l2	515.500000	588	0	1082	392	0
Cluh	515.000000	989	0	678	393	0
Tnf	514.000000	584	0	730	742	0
Lta	514.000000	584	0	730	742	0
Yy1	513.500000	542	0	884	628	0
Edf1	513.500000	885	0	694	475	0
Polr2j	512.750000	735	149	794	373	0
